EPISODE_NUM	EPISODE_NAME	AUTHOR	START_YEAR	END_YEAR	START_CENTURY	END_CENTURY	MAIN_COUNTRY	MAIN_COUNTRY_ALPHA2	MAIN_CITY	COORD_LAT	COORD_LONG	COORD_ID	URL	DESCRIPTION	TAGS	IMG_URL
253	 Martin Frobisher und die Steine	Richard			16	16	Spain, England, Portugal	Unknown code, PT, ES					https://www.zeitsprung.fm/podcast/zs253/	Wir springen in die zweite Hälfte des 16. Jahrhunderts. England, unter Elizabeth I., ist zwar eine wichtige Macht in Europa, doch was koloniale und auch wirtschaftliche Bestrebungen angeht, hinken sie den Seefahrernationen Spanien und Portugal ziemlich hinterher.	England,Kolonialismus	
254	 Eine kurze Geschichte des Kautschuks	Daniel			20	20	Brazil	BR					https://www.zeitsprung.fm/podcast/zs254/	Wir beschäftigen uns dieser Folge mit Kautschuk und seiner zentralen Bedeutung für die Industrialisierung und Kolonialisierung Anfang des 20. Jahrhunderts: Der zunehmende Bedarf an Gummi sorgte für einen Kautschuk-Boom in Brasilien, wo im Amazonasgebiet der Kautschukbaum Hevea brasiliensis wächst. Der Boom dort war aber bald vorbei, nachdem Henry Wickham 70.000 Samen des Baumes nach London schmuggelte und kurze Zeit später in Südostasien die ersten Kautschuk-Plantagen angelegt wurden. 		
255	 Die 47 Ronin	Richard	1703	1703	18	18	Japan	JP					https://www.zeitsprung.fm/podcast/zs255/	Wir springen in dieser Folge ins Japan des sehr frühen 18. Jahrhunderts. Im Jahr 1703 überfallen 47 herrenlose Samurai – sogenannte Ronin – das Haus eines hohen Beamten des Shogunats. Das daraus resultierende Blutvergießen wird in die japanische Geschichte als Nationalmythos Einzug finden.	Japan,Ronin,Samurai,Shogun	
256	 Der Rütlischwur und die Anfänge der Schweizerischen Eidgenossenschaft	Daniel	1291	1291	13	13	Switzerland	CH					https://www.zeitsprung.fm/podcast/zs256/	Wir springen in die Schweiz und beschäftigen uns mit den Anfängen der Alten Eidgenossenschaft im Mittelalter. Warum wird in der Schweiz der 1. August 1291 als Gründungstag gefeiert und hat Wilhelm Tell tatsächlich einen Apfel vom Kopf seines Sohnes geschossen und den tyrannischen Landvogt Gessler ermordet? Wie bei vielen Nationalgeschichten mischen sich auch in diesem Fall Ereignisse und Mythen wild durcheinander. 		
257	 Alexander von Humboldt – Bugtales.FM Crossover	Richard											https://www.zeitsprung.fm/podcast/zs257/	Wir beschäftigen uns in dieser Folge mit dem Leben des Alexander von Humboldt. Es geht um zwei Lebensabschnitte des berühmten Naturforschers: Zuerst springen wir nach Südamerika und begleiten ihn auf eine seiner Forschungsreisen, dann nach Berlin, wo er in seinen späteren Jahren als wohl einer der ersten großen Wissenschaftskommunikatoren gewirkt hat.	Biologie,Expeditionen	
258	 Der Andrews Raid - Eine Lokomotive auf Abwegen	Richard	1862	1862	19	19	USA	Unknown code					https://www.zeitsprung.fm/podcast/zs258/	Wir springen in dieser Folge ins Jahr 1862. Ort sind die USA, wo seit einem Jahr der Sezessionskrieg tobt. Im Zuge dessen wird nun ein Plan ausgeheckt, der – falls erfolgreich – den Nordstaaten einen erheblichen Vorteil bringen könnte.	Bürgerkrieg,Eisenbahn,USA	
259	 Operation Mincemeat – Eine Geheimdienstaktion während des Zweiten Weltkriegs	Daniel	1943	1943	20	20							https://www.zeitsprung.fm/podcast/zs259/	Wir springen in das Jahr 1943 an die spanische Küste: In Huelva findet ein Fischer die Leiche des britischen Soldaten Major William Martin – zusammen mit vertraulichen Dokumenten – und übergibt sie dem spanischen Militär. Was sie nicht merken: Major William Martin hat es nie gegeben und die Dokumente, die er bei sich trug, waren präpariert und sollten die Nationalsozialisten davon überzeugen, dass keine Invasion Siziliens geplant war. Eine Geschichte, wie aus einem James-Bond-Film, und tatsächlich hatte auch Ian Fleming, der Autor der James-Bond-Reihe, seine Finger im Spiel.		
260	 Der Rattenfänger von Hameln	Richard	1284	1284	13	13	Germany	DE					https://www.zeitsprung.fm/podcast/zs260/	Wir springen in dieser Folge ins Jahr 1284. In der niedersächsischen Stadt Hameln wird in diesem Jahr ein geheimnisvoller Flötenspieler nicht nur Ratten, sondern auch 130 Kinder ins Verderben locken. Die Geschichte übt eine solche Faszination auf die Menschen aus, dass sie im Laufe der Jahrhunderte zu einer der bekanntesten Sagen Deutschlands wird.	Hameln,Mittelalter,Rattenfänger	
261	 Adam Worth, der Napoleon des Verbrechens	Daniel			19	19							https://www.zeitsprung.fm/podcast/zs261/	Wir springen ins 19. Jahrhundert und beschäftigen uns mit der Biographie von Adam Worth. Er hat nicht nur zahlreiche Verbrechen auf mehreren Kontinenten verübt, in London ein Verbrechens-Kartell aufgebaut und das damals teuerste Gemälde gestohlen, sondern war auch als „Napoleon des Verbrechens“ die Inspiration für den Gegenspieler von Sherlock Holmes: Professor Moriarty.		
262	 Die Strawhat Riots	Richard	1922	1922	20	20	USA	Unknown code					https://www.zeitsprung.fm/podcast/zs262/	Wir springen in dieser Folge ins Jahr 1922, Ort des Geschehens ist New York City, und dort geschieht am 13. September etwas, das stark mit einer ganze bestimmten Sache verwoben ist: Hüten!	Hüte,USA,Zeitgeschichte	
263	 Lavoisier und die Entdeckung des Sauerstoffs	Daniel	1770	1770	18	18							https://www.zeitsprung.fm/podcast/zs263/	Wir springen ins 18. Jahrhundert und beschäftigen uns mit Chemie – und wie die Chemie zu einer modernen Wissenschaft wurde. Dem Theologen Joseph Priestley gelang es in den 1770er-Jahren, Sauerstoff zu isolieren. Als Anhänger der Phlogiston-Theorie zog er allerdings noch die falschen Schlüsse aus seinen Experimenten, denn er ging davon aus, phlogistonfreie Luft entdeckt zu haben. Antoine Laurent de Lavoisier fand dann schließlich die Lösung, die zur Begründung der Chemie als Naturwissenschaft führte. 		
264	 Seondeok, erste Königin Koreas	Richard			7	7							https://www.zeitsprung.fm/podcast/zs264/	Wir springen in dieser Folge ins 7. Jahrhundert, Schauplatz ist das Königreich Silla, das in späterer Folge zum Vorläufer Koreas werden wird.	Asien,Korea,Mittelalter	
265	 Syphilis und die Tuskegee-Syphilis-Studie	Daniel			15	15							https://www.zeitsprung.fm/podcast/zs265/	Wir beschäftigen uns in dieser Folge mit der Geschichte einer Krankheit und wie sie zu ihrem Namen kam: Syphilis. Erstmals beschrieben wurde Syphilis Ende des 15. Jahrhunderts nach der Belagerung von Neapel durch das Heer des französischen Königs Karl VIII., doch es dauert einige Jahrhunderte, bis sich der heute verwendete Name durchsetzte. 		
